id,start,end,label,category,region,certainty,uncertainty,source,link
gvp-20422,847,,Churchill eruption (VEI 6),nature,AMERICAS,approx,1,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=315030
gvp-20445,410 BC,,Meager eruption (VEI 5),nature,AMERICAS,approx,200,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=320180
gvp-20471,200,,Glacier Peak eruption (VEI 4),nature,AMERICAS,approx,50,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=321020
gvp-20490,250 BC,,Rainier eruption (VEI 4),nature,AMERICAS,approx,200,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=321030
gvp-20518,2340 BC,,St. Helens eruption (VEI 5),nature,AMERICAS,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=321050
gvp-20520,1860 BC,,St. Helens eruption (VEI 6),nature,AMERICAS,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=321050
gvp-20521,1770 BC,,St. Helens eruption (VEI 5),nature,AMERICAS,approx,100,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=321050
gvp-20529,530 BC,,St. Helens eruption (VEI 5),nature,AMERICAS,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=321050
gvp-20540,1480-01-15,,St. Helens eruption (VEI 5),nature,AMERICAS,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=321050
gvp-20541,1482-01-15,,St. Helens eruption (VEI 5),nature,AMERICAS,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=321050
gvp-20544,1800-01-15,,St. Helens eruption (VEI 5),nature,AMERICAS,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=321050
gvp-20557,1980-03-27,1986-10-28,St. Helens eruption (VEI 5),nature,AMERICAS,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=321050
gvp-20593,350 BC,,Three Sisters eruption (VEI 4),nature,AMERICAS,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=322070
gvp-20607,490,,Newberry eruption (VEI 4),nature,AMERICAS,approx,100,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=322110
gvp-20608,690,,Newberry eruption (VEI 4),nature,AMERICAS,approx,100,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=322110
gvp-20670,620,,Mono-Inyo Craters eruption (VEI 4),nature,AMERICAS,approx,27,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=323120
gvp-20673,1350,,Mono-Inyo Craters eruption (VEI 4),nature,AMERICAS,approx,20,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=323120
gvp-20704,1075,,San Francisco Volcanic Field eruption (VEI 4),nature,AMERICAS,approx,25,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=329020
gvp-20767,2011-05-21,2011-05-25,Grimsvotn eruption (VEI 4),nature,EUROPE,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=373010
gvp-20800,2011-06-13,2012-06-03,Nabro eruption (VEI 4),nature,MIDDLE_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=221101
gvp-20809,2011-06-04,2012-04-21,Puyehue-Cordon Caulle eruption (VEI 5),nature,AMERICAS,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=357150
gvp-20818,2013-09-15,2018-06-22,Sinabung eruption (VEI 4),nature,ASIA_SOUTH,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=261080
gvp-20843,1257-07-01,,Rinjani eruption (VEI 7),nature,ASIA_SOUTH,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=264030
gvp-20850,590 BC,,Apagado eruption (VEI 4),nature,AMERICAS,approx,175,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=358024
gvp-20852,1640,,Chaiten eruption (VEI 4),nature,AMERICAS,approx,18,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=358041
gvp-20853,3100 BC,,Chaiten eruption (VEI 5),nature,AMERICAS,approx,220,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=358041
gvp-20857,1550,,Michinmahuida eruption (VEI 4),nature,AMERICAS,approx,100,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=358040
gvp-20875,160,,Calbuco eruption (VEI 4),nature,AMERICAS,approx,135,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=358020
gvp-20876,710,,Calbuco eruption (VEI 4),nature,AMERICAS,approx,60,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=358020
gvp-20888,1500 BC,,Chikurachki eruption (VEI 4),nature,ASIA_EAST,approx,250,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=290360
gvp-20890,1950 BC,,Chikurachki eruption (VEI 4),nature,ASIA_EAST,approx,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=290360
gvp-20904,2300 BC,,"Blanco, Cerro eruption (VEI 7)",nature,AMERICAS,approx,160,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=355210
gvp-20934,2014-02-13,2014-02-15,Kelud eruption (VEI 4),nature,ASIA_SOUTH,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=263280
gvp-20956,2014-06-29,2017-09-02,Manam eruption (VEI 4),nature,ASIA_SOUTH,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=251020
gvp-21075,2015-05-25,2015-07-16,Wolf eruption (VEI 4),nature,AMERICAS,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=353020
gvp-21076,2015-04-22,2015-05-26,Calbuco eruption (VEI 4),nature,AMERICAS,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=358020
gvp-21091,1230 BC,,Villarrica eruption (VEI 4),nature,AMERICAS,approx,40,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=357120
gvp-22201,1380,,Mono-Inyo Craters eruption (VEI 4),nature,AMERICAS,approx,50,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=323120
gvp-22204,950 BC,,Sand Mountain Field eruption (VEI 4),nature,AMERICAS,approx,200,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=322040
gvp-22221,2014-04-01,2017-01-09,Semeru eruption (VEI 4),nature,ASIA_SOUTH,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=263300
gvp-22316,2019-05-07,2019-06-09,Sinabung eruption (VEI 4),nature,ASIA_SOUTH,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=261080
gvp-22319,2019-06-26,2019-10-05,Ulawun eruption (VEI 4),nature,OCEANIA,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=252120
gvp-22344,2020-01-12,2020-01-22,Taal eruption (VEI 4),nature,ASIA_SOUTH,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=273070
gvp-22350,35,,Quetrupillan eruption (VEI 4),nature,AMERICAS,approx,35,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=357121
gvp-22385,2020-12-27,2021-04-22,Soufriere St. Vincent eruption (VEI 4),nature,AMERICAS,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=360150
gvp-22408,2021-08-13,2021-09-12,Fukutoku-Oka-no-Ba eruption (VEI 4),nature,ASIA_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=284130
gvp-22429,2021-12-20,2022-01-15,Hunga Tonga-Hunga Ha'apai eruption (VEI 5),nature,AMERICAS,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=243040
gvp-22513,2017-06-06,2018-10-31,Semeru eruption (VEI 4),nature,ASIA_SOUTH,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=263300
gvp-22524,396 BC,,Corbetti eruption (VEI 5),nature,AFRICA,approx,38,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=221290
gvp-22556,2023-12-23,2025-10-18,Lewotobi eruption (VEI 4),nature,ASIA_SOUTH,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=264180
gvp-22562,2024-04-16,2024-05-07,Ruang eruption (VEI 4),nature,ASIA_SOUTH,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=267010
gvp-22578,2018-06-10,2026-03-16,Manam eruption (VEI 4),nature,ASIA_SOUTH,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=251020
gvp-22616,2019-02-24,2026-03-25,Semeru eruption (VEI 4),nature,ASIA_SOUTH,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=263300
gvp-22631,2025-11-23,,Hayli Gubbi eruption (VEI 4),nature,MIDDLE_EAST,exact,,"Global Volcanism Program, Volcanoes of the World, Smithsonian Institution",https://volcano.si.edu/volcano.cfm?vn=221091
